出表日期,公司代號,公司名稱,公司簡稱,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,總機電話,上櫃日期,普通股每股面額,實收資本額,私募股數,特別股,股票過戶機構,過戶電話,過戶地址,已發行普通股數或TDR原股發行股數
1150211,4102,永日化學工業股份有限公司,永日,－ ,22,台中市大甲區日南里幼獅路59、61號,56620559,林青煌,李育儒,李育儒,總經理,04-26818866,20010320,新台幣                 10.0000元,423734430,0,0,元大證券股份有限公司,02-25865859,106臺北市大安區敦化南路二段67號地下一樓,42373443
1150211,4105,台灣東洋藥品工業股份有限公司,東洋,－ ,22,台北市南港區園區街3-1號3樓,11821341,林全,侯靜蘭,張國江,財務長,26525999,20010927,新台幣                 10.0000元,2486499590,0,0,群益金鼎證券股份有限公司,(02)2702-3999,台北市敦化南路二段97號地下二樓,248649959
1150211,4107,邦特生物科技股份有限公司,邦特,－ ,22,台北市104中山區長安東路一段23號5樓之6,86306206,李明忠,林進隆,黃繹中,財務長,(02)25710269,20020304,新台幣                 10.0000元,692983360,0,0,統一綜合證券股份有限公司,(02)27478266,臺北市東興街8號B1樓,69298336
1150211,4109,加捷生醫股份有限公司,加捷生醫,－ ,22,高雄市三民區九如一路61號3樓,89415241,翁重鈞,曾茗絹,林慶弘,財務部副總經理,07-9761598,20020808,新台幣                 10.0000元,1187366810,9800000,0,群益金鼎證券股份有限公司,02-2702-3999,台北市大安區敦化南路二段97號B2,118736681
1150211,4111,濟生醫藥生技股份有限公司,濟生,－ ,22,新竹縣湖口鄉實踐路3號,47154259,蘇東茂,蘇東茂,黃惠珍,財務協理,(03)5983811,19990306,新台幣                 10.0000元,598321350,0,0,元大證券股份有限公司,02-25865859,106臺北市大安區敦化南路2段67號地下一樓,59832135
1150211,4113,聯上實業股份有限公司,聯上,－ ,14,高雄市左營區富國路185號17樓之2,16126477,蘇永義,蘇永義,呂信杰,開發部副總經理,07-5575242,20030722,新台幣                 10.0000元,2311381370,0,0,元大證券股份有限公司,02-25865859,臺北市大安區敦化南路2段67號B1,231138137
1150211,4114,健喬信元醫藥生技股份有限公司,健喬,－ ,22,台北市內湖區內湖路1段396號11樓,43199950,林智暉,林智暉,黃立宇,財務長,(02)8797-7100,20030512,新台幣                 10.0000元,5101756360,0,0,元大證券股份有限公司,(02)2586-5859,臺北市大安區敦化南路2段67號地下一樓,510175636
1150211,4116,明基三豐醫療器材股份有限公司,明基醫,－ ,22,台北市內湖區洲子街46號7樓,23285106,陳其宏,祝爾安,吳淑晴,協理,(02)87975533,20151216,新台幣                 10.0000元,445660000,0,0,中國信託商業銀行股份有限公司,(02)66365566,台北市重慶南路一段83號5樓,44566000
1150211,4120,友華生技醫藥股份有限公司,友華,－ ,22,台北市北投區承德路六段 128 號 13 樓,12397982,蔡正弘,蔡孟霖,陳遠甫,總經理特助,27554881,20031105,新台幣                 10.0000元,867471190,0,0,康和綜合證券股份有限公司,02-87871888,110台北市信義區基隆路一段176號B1,86747119
1150211,4121,優盛醫學科技股份有限公司,優盛,－ ,22,北市內湖區港墘路189號12樓,23123644,劉志平,劉志平,張淑娟,財務部副總經理,(02)26597888,20030725,新台幣                 10.0000元,827480450,0,0,元大證券股份有限公司股務代理部,02-25865859,臺北市大安區敦化南路2段67號地下一樓,82748045
1150211,4123,晟德大藥廠股份有限公司,晟德,－ ,22,台北市南港區園區街3之2號7樓,18606304,王素琦,許瑞寶,林秀月,董事長室協理,26558680,20031007,新台幣                 10.0000元,7612256740,44292033,0,群益金鼎證券股務代理部,2702-3999,台北市敦化南路二段97號地下二樓,761225674
1150211,4126,太平洋醫材股份有限公司,太醫,－ ,22,新竹科學園區苗栗縣銅鑼鄉九湖村銅科二路8號,20765714,鍾安婷,江孟洸,王昱婷,總經理室特別助理,02-28955050,20040209,新台幣                 10.0000元,726000000,0,0,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,72600000
1150211,4127,天良生物科技企業股份有限公司,天良,－ ,22,新北市汐止區大同路一段147號9樓,85086859,詹漢山,沈錫聰,郭俊雄,財務處經理,02-26483099,20050729,新台幣                 10.0000元,457600000,0,0,華南永昌綜合證券股務代理部,(02)2718-6425,台北市松山區民生東路四段54號4樓,45760000
1150211,4128,中天生物科技股份有限公司,中天,－ ,22,台北市南港區園區街3號18樓之1,70555349,陳振文,陳振文,陳菀均,研發中心副總經理,02-26558558,20060609,新台幣                 10.0000元,5881705970,0,0,兆豐證券股份有限公司,02-3393-0898,台北市忠孝東路2段95號1樓,588170597
1150211,4129,聯合骨科器材股份有限公司,聯合,－ ,22,新竹市科學工業園區園區二路57號,22099982,林延生,林德堅,彭友杏,副總經理,(03)577-3351,20040929,新台幣                 10.0000元,964367040,0,0,富邦綜合證券股份有限公司,(02)2361-1300,台北市中正區許昌街17號11樓,96436704
1150211,4130,健亞生物科技股份有限公司,健亞,－ ,22,新竹縣湖口鄉工業一路一號,84149006,陳正,朱佳真,蔣維民,行政處 資深處長,03-5982221,20120112,新台幣                 10.0000元,1148875300,0,0,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號東帝士摩天大樓地下2樓,114887530
1150211,4131,浩泰精準股份有限公司,浩泰,－ ,22,台南市東區龍山里林森路一段395號9樓之8,16680539,周鼎茂,紀文勝,紀文勝,總經理,037-585585,20040409,新台幣                 10.0000元,395000000,27990004,0,中國信託商業銀行代理部,02-66365566,臺北市中正區重慶南路一段八十三號五樓,39500000
1150211,4138,曜亞國際股份有限公司,曜亞,－ ,22,新北市中和區中正路880號14樓,80527809,傅輝東,陳柏源,江志浩,副總經理,(02)2221-7733,20101229,新台幣                 10.0000元,399300000,0,0,統一綜合證券(股)公司,(02)27463797,台北市東興路8號B1樓,39930000
1150211,4139,馬光保健控股股份有限公司,馬光-KY,KY 開曼群島                                                    ,22,"P.O. Box 61, Harbour Centre, George Town, Grand Cayman",28993894,福苓興業有限公司代表人:巫雲光,于倩,于倩,總經理,(07)555-0864,20110429,新台幣                 10.0000元,450099110,2460000,0,富邦綜合證券(股)公司,(02)2361-1300,台北市中正區許昌街十七號十一樓,45009911
1150211,4147,中裕新藥股份有限公司,中裕,－ ,22,台北市內湖區瑞光路607號3樓,28707338,陳明村,張金明,張金明,執行長,(02)26580058,20151123,新台幣                 10.0000元,2732024250,0,0,元富證券股份有限公司,(02)27686668,105台北市松山區光復北路11巷35號地下一樓,273202425
1150211,4153,鈺緯科技開發股份有限公司,鈺緯,－ ,22,新北市中和區中山路2段351號9樓,89376900,黃漢州,劉淑琪,麥聖御,副總經理,(02)22268631,20130523,新台幣                 10.0000元,586681970,0,0,富邦綜合證券股份有限公司,(02)23611300,台北市中正區許昌街17號11樓,58668197
1150211,4154,樂威科股份有限公司,樂威科-KY,KY 開曼群島                                                    ,20,"P.O. Box 31119 Grand Pavilion,Hibiscus Way,802 West Bay Road",26330076,傅俊超,王政隆,張文蒨,財務長,02-23252295,20111228,新台幣                 10.0000元,350000000,21518958,0,國票綜合證券(股)公司股務代理部,02-2528-8988,台北市松山區南京東路五段188號15樓,35000000
1150211,4157,太景醫藥研發控股股份有限公司,太景*-KY,KY 開曼群島                                                    ,22,中華民國台灣台北市內湖區新明路138號7樓,31982484,黃國龍,張俐雯,黃國龍,董事長,281777020,20140117,美元                  0.0010元,20766551,0,0,永豐金證券股份有限公司,223816288,中華民國台灣台北市中正區博愛路17號3樓,711833575
1150211,4160,訊聯基因數位股份有限公司,訊聯基因,－ ,22,台北市內湖區新湖一路36巷28號6樓,24268870,張漢東,康清原,康清原,總經理,(02)2795-1777,20120917,新台幣                 10.0000元,266903340,0,0,中國信託商業銀行(股)公司代理部,(02)6636-5566,台北市重慶南路一段83號5樓,26690334
1150211,4161,聿新生物科技股份有限公司,聿新科,－ ,22,350苗栗縣竹南鎮公館里中華南路188號,16930971,楊金昌,涂耀仁,涂耀仁,竹科分公司執行長,037-626699,20130626,新台幣                 10.0000元,598082040,0,0,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號B2,59808204
1150211,4162,智擎生技製藥股份有限公司,智擎,－ ,22,台北市民生東路3段10號11樓,80264691,許璋瑤,王宏仁,張麒星,副總經理,02-25158228,20120918,新台幣                 10.0000元,1456776400,0,0,元大證券股份有限公司,02-2586-5859,台北市大安區敦化南路二段67號地下一樓,145677640
1150211,4163,鐿鈦科技股份有限公司,鐿鈦,－ ,22,台中市南屯區文山里精科路9號,27473348,鍾兆塤,林俊男,陳雅玲,財務部協理,04-23595336,20121115,新台幣                 10.0000元,506458930,0,0,台新證券股務代理部,02-25048125,台北市中山區建國北路一段96號B1,50645893
1150211,4166,友霖生技醫藥股份有限公司,友霖,－ ,22,中部科學園區雲林縣虎尾鎮科虎一路8號,28924399,蔡正弘,黃春桐,黃春桐,總經理,(02)2325-7621,20250821,新台幣                 10.0000元,2430350890,0,0,康和綜合證券股份有限公司,(02)8787-1888,台北市信義區基隆路一段176號B1,243035089
1150211,4167,松瑞製藥股份有限公司,松瑞藥,－ ,22,744094南部科學園區台南市新市區南科六路1號,80642673,漢友財務管理顧問股份有限公司代表人李香雲,陳志芳,林國瑋,協理,06-5051200,20150908,新台幣                 10.0000元,3104441070,0,0,宏遠證券股份有限公司股務代理部,02-2326-8818,10680臺北市大安區信義路四段236號3樓,310444107
1150211,4168,台灣醣聯生技醫藥股份有限公司,醣聯,－ ,22,新北市汐止區新台五路一段97號8樓,12683520,張東玄,楊玫君,呂耀華,副總經理,(02)2697-4168,20121218,新台幣                 10.0000元,1125213180,3036000,0,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,112521318
1150211,4171,瑞基海洋生物科技股份有限公司,瑞基,－ ,33,407台中市西屯區中部科學園區科園二路19號,27489806,劉正忠,鍾德豫,傅俞燕,董事長特別助理,04-24639869,20140814,新台幣                 10.0000元,584574690,0,0,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,58457469
1150211,4173,久裕企業股份有限公司,久裕,－ ,22,新北市中和區中正路880號14樓之5,5071926,張明正,洪文銓,林怡&#24419;,財務長,(02)8227-7999,20131031,新台幣                 10.0000元,745743550,0,0,統一綜合證券(股)公司,(02)2746-3797,台北市東興路8號B1,74574355
1150211,4174,台灣浩鼎生技股份有限公司,浩鼎,－ ,22,(115011)台北市南港區忠孝東路7段508號6樓,13110677,梁賡義,王慧君,王慧君,執行長,(02)2655-8799,20150323,新台幣                 10.0000元,1315796870,0,0,元富證券股份有限公司,(02)2768-6668,台北市松山區光復北路11巷35號地下一樓,131579687
1150211,4175,杏一醫療用品股份有限公司,杏一,－ ,22,(33375)桃園市龜山區復興一路361號5樓,86649006,陳麗如,蔡德忠,王定睿,副總經理,(03)3970761,20140423,新台幣                 10.0000元,423233070,0,0,富邦綜合證券股份有限公司,(02)2361-1300,台北市中正區許昌街17號11樓,42323307
1150211,4183,福永生物科技股份有限公司,福永生技,－ ,22,(30076)新竹科學園區新竹縣寶山鄉研發三路8號,80064027,郭鳳琳,卓振輝,卓振輝,總經理,03-6686868,20170309,新台幣                 10.0000元,238000000,0,0,台新證券股務代理部,02-25048125,台北市中山區建國北路一段96號B1,23800000
1150211,4188,安克生醫股份有限公司,安克,－ ,22,台北市復興北路167號5樓,24316471,李伊俐,李伊俐,李伊俐,董事長暨總經理,02-27136227,20150324,新台幣                 10.0000元,633329000,0,0,福邦證券股份有限公司,02-2371-1658,台北市中正區忠孝西路一段６號６樓,63332900
1150211,4192,杏國新藥股份有限公司,杏國,－ ,22,宜蘭縣冬山鄉中山村中山路84號,29118865,李志文,王惠弘,王惠弘,總經理,(02)2764-0826,20141028,新台幣                 10.0000元,351645000,12078511,0,永豐金證券股務代理部,(02)2381-6288,台北市博愛路17號3樓,35164500
1150211,4198,欣大健康投資控股股份有限公司,欣大健康,－ ,22,台北市內湖區新湖一路85號7樓,54154754,李沛霖,林國棟,林國棟,總經理,(02)8792-2699,20141223,新台幣                 10.0000元,241080000,15600000,0,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,24108000
1150211,4205,中華食品實業股份有限公司,中華食,－ ,2,高雄市大樹區龍目路110-6號,76316325,陳冠呈,柯碧蘭,柯碧蘭,總經理,07-6515511,19990131,新台幣                 10.0000元,976492280,0,0,統一綜合證券股份有限公司,02-27478266,台北市東興路8號地下一樓,97649228
1150211,4207,環泰企業股份有限公司,環泰,－ ,2,桃園市蘆竹區南崁路265號5樓,12529007,康永明,康智量,梁培菁,財務主管,03-2125889,20000121,新台幣                 10.0000元,1985380080,0,0,亞東證券股份有限公司,02-7753-1699,新北市板橋區新站路16號13樓,198538008
1150211,4303,信立化學工業股份有限公司,信立,－ ,3,台南市學甲區興業路99號,72104709,張祐銘,李山龍,李山龍,總經理,06-7835100,19990310,新台幣                 10.0000元,946053170,0,0,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路1段83號5樓,94605317
1150211,4304,勝昱科技股份有限公司,勝昱,－ ,3,台北市松山區健康路152號3樓,12413104,侯信立,蕭建仁,朱國廷,董事長室特別助理,26571371,20000127,新台幣                 10.0000元,610380650,47301445,0,元大證券股份有限公司,25865859,臺北市大安區敦化南路2段67號地下一樓,61038065
1150211,4305,世坤塑膠股份有限公司,世坤,－ ,3,台南市麻豆區麻口里麻工三路125號、127號,22281617,林璋賦,陳俊成,陳俊成,總經理,(06)5701211,20000928,新台幣                 10.0000元,550140000,0,0,群益金鼎證券股份有限公司,(02)2702-3999,台北市大安區敦化南路2段97號B2,55014000
1150211,4401,東隆興業股份有限公司,東隆興,－ ,4,新北市板橋區三民路二段31號19樓,18770509,游志成,游榮利,彭武譽,稽核室協理,(02)2961-2112,19960509,新台幣                 10.0000元,1226920120,0,0,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,122692012
1150211,4402,郡都開發股份有限公司,郡都開發,－ ,4,高雄市前金區中正四路151號9樓之1,56349214,唐承,唐銘,唐承,董事長,07-2167569,19970723,新台幣                 10.0000元,679918300,22000000,0,永豐金證券股份有限公司,02-2381-6288,台北市中正區博愛路17號3樓,67991830
1150211,4406,新昕纖維股份有限公司,新昕纖,－ ,4,台北市長安西路289號10樓之4,7652202,莊育霖,莊晉嘉,莊晉嘉,總經理,2552-5757,19990114,新台幣                 10.0000元,519120000,0,0,群益金鼎證券股份有限公司,(02)2702-3999,台北市大安區敦化南路二段97號B2,51912000
1150211,4413,飛寶企業股份有限公司,飛寶企業,－ ,4,新北市三重市新北大道二段252號8樓,22676914,蔡煌瑯,韓佳芳(暫代),蔡煌瑯,董事長,(02)25637238,19990729,新台幣                 10.0000元,313146890,20950000,0,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,31314689
1150211,4416,三圓建設股份有限公司,三圓,－ ,14,(104)台北市南京東路二段96號8樓,7648290,王雅麟,白昌明,王朝平,財務部副總,(02)2563-9136,20000506,新台幣                 10.0000元,735862130,0,0,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,73586213
1150211,4417,金洲海洋科技股份有限公司,金洲,－ ,4,屏東縣新園鄉港西村興安路12號,91871595,陳加仁,陳加仁,羅國榮,協理,(07)535-2939,20001107,新台幣                 10.0000元,839713990,0,0,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號4樓,83971399
1150211,4419,皇家國際美食股份有限公司,皇家美食,－ ,16,臺南市安平區永華路2段248號15樓之6,86124493,吳美慧,吳美慧(暫代),吳美慧,董事長,06-2539588,20010626,新台幣                 10.0000元,1691631330,157380000,0,群益金鼎證券股務代理部,(02)2702-3999,台北市大安區敦化南路二段97號B2,169163133
1150211,4420,光明絲織廠股份有限公司,光明,－ ,4,台北市內湖區瑞光路607號7樓,29576307,詹正田,李業振,李業振,總經理,(02)2657-5859,20020418,新台幣                 10.0000元,404550000,0,0,福邦證券股份有限公司,(02)2371-1658,100405台北市中正區忠孝西路一段6號6樓,40455000
1150211,4430,耀億工業股份有限公司,耀億,－ ,20,彰化縣和美鎮彰美路六段334號,59021804,王昭仁,王贊景,陳伯瑄,副總經理,04-7556111,20110609,新台幣                 10.0000元,562736090,0,0,凱基證券股份有限公司,02-23892999,(100)台北市重慶南路一段2號5樓,56273609
1150211,4432,銘旺實業股份有限公司,銘旺實,－ ,4,新北市五股區中興路一段6號9樓之5,22069170,陳盈璇,呂清裕,陳炳欽,財會經理,(02)8976-9056,20121126,新台幣                 10.0000元,505890000,0,0,永豐金證券股務代理部,(02)2381-6288,(100)台北市博愛路17號3樓,50589000
1150211,4433,興采實業股份有限公司,興采,－ ,4,新北市新莊區五權二路10號1樓,23282425,陳國欽,黃松筠,王淑芬,副總經理,02-85127888,20141103,新台幣                 10.0000元,612997740,0,0,凱基證券股份有限公司,02-2389-2999,台北市重慶南路一段2號5樓,61299774
1150211,4442,開曼群島商竣邦國際股份有限公司,竣邦-KY,KY 開曼群島                                                    ,4,新北市中和區建一路186號14樓之4/H棟,92791352,高振芳,蕭志偉,張兆民,營運副總經理,02-8227-2008,20231129,新台幣                 10.0000元,315832260,0,0,兆豐證券股份有限公司股務代理部,02-3393-0898,台北市中正區忠孝東路二段 95 號 1 樓,31583226
1150211,4502,健信科技工業股份有限公司,健信,－ ,5,彰化縣線西鄉彰濱東一路3號,55878947,吳明燦,吳明燦,吳明燦,總經理,04-7582899,19951212,新台幣                 10.0000元,574696860,7361000,0,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5樓,57469686
1150211,4503,金雨企業股份有限公司,金雨,－ ,5,彰化市延和里埔內街411巷101號,59260902,卓政懋,卓政輿,卓政懋,董事長,04-7115298,19961219,新台幣                 10.0000元,783133260,27050000,0,第一金證券(股)公司,02-25635711,台北市大安區安和路一段27號6樓,78313326
1150211,4506,崇友實業(股)公司,崇友,－ ,5,北市南京東路二段88號13樓,4416894,唐伯龍,游本立,郭啟文,經理,02-2551-1166,19971206,新台幣                 10.0000元,1770120000,0,0,元大證券股份有限公司,02-2586-3117,臺北市大安區敦化南路2段67號地下一樓,177012000
1150211,4510,高鋒工業股份有限公司,高鋒,－ ,5,台中市大雅區科雅路16號,55857746,林炎輝,陳振中,陳振中,總經理,04-25662116,19980224,新台幣                 10.0000元,1089632650,0,0,元富證券股份有限公司股務代理處,02-27686668,105台北市松山區光復北路11巷35號地下一樓,108963265
1150211,4513,福裕事業股份有限公司,福裕,－ ,5,彰化縣伸港鄉興工路34號,55848584,林聰麟,董上裕,張順福,財務協理,(04)799-1126,19980325,新台幣                 10.0000元,1143619210,32100000,0,群益金鼎證券(股)公司股務代理部,(02)2702-3999,106420台北市大安區敦化南路二段97號B2,114361921
1150211,4523,永彰科技股份有限公司,永彰,－ ,5,桃園市中壢區青埔路二段111號11樓,22522361,顏明宏,林柏青,莊太緯,營運長兼經管處副總,03-498-2821,19991122,新台幣                 10.0000元,649490000,0,0,群益金鼎證券股份有限公司,02-2702-3999,台北市大安區敦化南路二段 97 號 B2,64949000
1150211,4527,(方方土)霖冷凍機械股份有限公司,方方土霖,－ ,5,高雄市梓官區赤崁北路300號,22551554,曾仲國,曾仲國,蘇麗玲,財務部協理,07-6192345,20000928,新台幣                 10.0000元,761523700,0,0,元大證券股份有限公司,02-2586-5859,台北市大安區敦化南路二段67號地下一樓,76152370
1150211,4528,江興鍛壓工業股份有限公司,江興鍛,－ ,5,台中市西屯區協和里協和南巷3-1號,52604255,江木山,莊懷煙,郭永義,財務協理,04-23592000,20010212,新台幣                 10.0000元,841656950,0,0,統一綜合證券股份有限公司,02-27478266,台北市松山區東興路8號B1F,84165695
1150211,4529,淳紳股份有限公司,淳紳,－ ,20,台北市大安區光復南路630號4樓,22662904,沈瑋,藍靜嫻(代理),彭長鳳,經理,02-27037300,20010504,新台幣                 10.0000元,845490960,32926082,0,凱基證券股份有限公司,02-23892999,100台北市重慶南路一段2號5樓,84549096
1150211,4530,宏易創新國際股份有限公司,宏易,－ ,16,臺北市中山區長安東路二段112號12樓之4,36243760,陳冠瑋,李靜綺,李修瀚,行政管理處協理,02-26068111,20010430,新台幣                 10.0000元,357949590,23065752,0,兆豐證券股份有限公司,(02)3393-0898,台北市中正區忠孝東路二段95號1樓,35794959
1150211,4533,協易機械工業股份有限公司,協易機,－ ,5,桃園市龜山區南上路446號,36096704,郭雅慧,李丞偉,李丞偉,總經理,(03)3525466,20020426,新台幣                 10.0000元,1584341100,0,0,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,158434110
1150211,4534,慶騰精密科技股份有限公司,慶騰,－ ,5,苗栗縣頭份市中華路487巷20號,84189908,王瑞甫,王興威,王興威,總經理,(037)626123,20030331,新台幣                 10.0000元,867889480,0,0,元富(綜合)證券股份有限公司,02-27686668,台北市松山區光復北路11巷35號地下一樓,86788948
1150211,4535,至興精機股份有限公司,至興,－ ,5,彰化縣伸港鄉全興產業園區工八路3號,22794503,吳崇儀,吳宗明,劉美娘,經理,04-7990118,20030416,新台幣                 10.0000元,756617400,0,0,元大證券股份有限公司,02-25865859,臺北市大安區敦化南路2段67號地下一樓,75661740
1150211,4538,大詠城機械股份有限公司,大詠城,－ ,5,(50544)彰化縣鹿港鎮鹿工南六路23號,60256758,謝順民,謝宜軒,簡安琪,副理,04-7813033,20190115,新台幣                 10.0000元,594696040,0,0,富邦綜合證券股務代理部,(02)2361-1300,台北市中正區許昌街17號11樓,59469604
1150211,4541,晟田科技工業股份有限公司,晟田,－ ,20,高雄市路竹區北嶺二路11號,86263092,謝永昌,黃寶文,黃(方方土)宇,協理,07-6955331,20140722,新台幣                 10.0000元,676470680,0,0,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5樓,67647068
1150211,4542,科嶠工業股份有限公司,科嶠,－ ,28,桃園市龜山區明興街308號,70730016,吳明致,林豐正,吳明致,董事長,(03)359-1777,20140825,新台幣                 10.0000元,323234170,0,0,富邦綜合證券股份有限公司,(02)2361-1300,台北市10047許昌街17號11樓(壽德大樓),32323417
1150211,4543,萬在工業股份有限公司,萬在,－ ,5,台南市關廟區中山路二段260號,22212598,萬正乾,萬正乾,郭慈媛,財務會計處處長,06-5952614,20160315,新台幣                 10.0000元,597723000,0,0,台新證券股務代理部,02-25048125,台北市中山區建國北路一段96號B1樓,59772300
1150211,4549,桓達科技股份有限公司,桓達,－ ,5,新北市土城工業區自強街16號,80132123,吳定國,吳定國,許碧雲,特別助理,(02)22696789,20141127,新台幣                 10.0000元,570024450,0,0,元大證券股份有限公司股代部,(02)2586-5859,106臺北市大安區敦化南路2段67號地下一樓,57002445
1150211,4550,長佳機電工程股份有限公司,長佳,－ ,5,台北市內湖區基湖路10巷1號8樓,84271478,王才翔,吳陽明,吳陽明,總經理,02-66066789,20150318,新台幣                 10.0000元,378387830,0,0,華南永昌證券股份有限公司,02-27186425,台北市民生東路四段54號4樓,37838783
1150211,4554,橙的電子股份有限公司,橙的,－ ,31,台中市中部科學工業園區科雅路29號5樓,27601913,許欽堯,許欽堯,陳奕儒,財務及會計主管,04-2560-2766,20160805,新台幣                 10.0000元,263274640,0,0,宏遠證券(股)公司股務代理部,(02)2326-8818,台北市信義路4段236號3樓,26327464
1150211,4556,旭然國際股份有限公司,旭然,－ ,20,雲林縣斗六市科加六路15號,1517102,何兆全,何宜瑾,何宜瑾,總經理,(05)551-2322,20151222,新台幣                 10.0000元,423028400,0,0,群益金鼎證券股份有限公司,(02)2703-5000,台北市10601大安區敦化南路二段97號B2,42302840
1150211,4558,寶緯工業股份有限公司,寶緯,－ ,5,彰化縣北斗鎮財神路30號,23209895,詹&#21234;霖,詹&#21234;國,詹俊毅,副總經理,04-8886999,20220317,新台幣                 10.0000元,500000000,0,0,富邦綜合證券(股)公司股務代理部,(02)2361-1300,100415台北市中正區許昌街17號11樓,50000000
1150211,4561,健椿工業股份有限公司,健椿,－ ,5,彰化縣線西鄉彰濱工業區彰濱東七路16號,59362767,世大茂投資股份有限公司,葉冠妗,葉珊綿,副總經理,04-7910271,20180611,新台幣                 10.0000元,585216190,0,0,第一金證券(股)公司股務代理部,02-25635711,台北市大安區安和路一段27號六樓,58521619
1150211,4563,百德機械股份有限公司,百德,－ ,5,台中市大甲區幼獅工業區工六路3號,86195222,謝瑞木,謝天昕,謝天昕,總經理,04-26821277,20180712,新台幣                 10.0000元,549500000,0,0,富邦綜合證券股份有限公司,02-23611300,台北市中正區許昌街17號11樓,54950000
1150211,4568,科際精密股份有限公司,科際精密,－ ,5,新北市中和區建康路6號5樓,54705928,張智,張智,陳英毅,財務副總經理,02-2226-6860,20181003,新台幣                 10.0000元,317691250,0,0,永豐金證券(股)公司股務代理部,02-2381-6288,台北市中正區博愛路17號3樓,31769125
1150211,4577,達航科技股份有限公司,達航科技,－ ,31,台中市大甲區日南里工一路21號,86078580,金谷保彥,孫逸敏,劉智鴻,協理,04-26810607,20220614,新台幣                 10.0000元,491379980,0,0,康和綜合證券股份有限公司,(02)8787-1888,110台北市信義區基隆路一段176號B1,49137998
1150211,4580,捷流閥業股份有限公司,捷流閥業,－ ,5,新北市土城區中山路九號,15877936,楊大中,錢佩玲,李文彬,財務經理,02-22698000,20200106,新台幣                 10.0000元,468031090,0,0,元大證券(股)公司股務代理部,02-25865859,台北市大安區敦化南路二段67號地下一樓,46803109
1150211,4584,君帆工業股份有限公司,君帆,－ ,5,台南市永康區永科環路118號,69777435,胡進財,胡正杰,楊宜蓁,財務主管,06-2334879,20221005,新台幣                 10.0000元,300024000,0,0,凱基證券股份有限公司,02-23148800,台北市中正區重慶南路一段2號5樓,30002400
1150211,4609,唐鋒實業股份有限公司,唐鋒,－ ,38,桃園市中壢區南園路2-20號,34097236,李振吉,周文洪,簡麗貞,經理,03-4529888,20000519,新台幣                 10.0000元,479468200,0,0,亞東證券股份有限公司,(02)7753-1699,(220)新北市板橋區新站路16號13樓,47946820
1150211,4702,中美聯合實業股份有限公司,中美實,－ ,38,台北市大安區敦化南路二段七十六號十二樓,11121403,王宣懿,廖椿沄,王志國,課長,27038496,19950421,新台幣                 10.0000元,723332000,0,0,群益金鼎證券股份有限公司,27023999,台北市大安區敦化南路二段97號B2,72333200
1150211,4706,大恭化學工業股份有限公司,大恭,－ ,21,台北市南港區八德路四段778號7樓,11051504,鄧加惠,張榮華,潘進富,主任,(02)-27859081,19980417,新台幣                 10.0000元,790300930,0,0,中國信託商業銀行股份有限公司,02-6636-5566,台北市重慶南路一段83號5樓,79030093
1150211,4707,磐亞股份有限公司,磐亞,－ ,21,台北市新生南路一段50號11樓,5712099,王貴賢,王皆誼,吳宏揚,副總經理,2351-1212,19980520,新台幣                 10.0000元,4037152700,0,0,本公司管理部,2395-3881,台北市新生南路一段50號11樓,403715270
1150211,4711,永純化學工業股份有限公司,永純,－ ,21,台北市松江路168號11樓,35108702,林誠謙,林誠謙,盧永順,副理,(02)25620950,19990224,新台幣                 10.0000元,610560000,0,0,元大證券股份有限公司股務代理部,02-25865859,台北市大安區敦化南路二段67號地下一樓,61056000
1150211,4714,永捷創新科技股份有限公司,永捷,－ ,21,台南市安定區安加里258之26號,86123874,張祐銘,蕭世能,蕭世能,總經理,06-5920381,20000327,新台幣                 10.0000元,1780881880,0,0,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路1段83號5樓,178088188
1150211,4716,大立高分子工業股份有限公司,大立,－ ,21,高雄市永安區永工二路18號,85004174,洪玉婷,楊文忠,洪玉婷,董事長,07-2257200,20000327,新台幣                 10.0000元,944271910,4853000,0,統一綜合證券股份有限公司,02-27478266,台北市松山區東興路8號地下一樓,94427191
