出表日期,公司代號,公司名稱,公司簡稱,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額,私募股數,特別股,編制財務報表類型,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,網址,已發行普通股數或TDR原股發行股數
1150211,3646,艾恩特精密工業股份有限公司,艾恩特,－ ,28,台北市內湖區堤頂大道二段301號5樓,16870474,陳明仁,陳揚,林佑慈,總辦室秘書,陳靜如,(02)87510777,19990311,20120327,新台幣                 10.0000元,392973710,0,0,1,永豐金證券股份有限公司,(02)2381-6288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,吳美慧,李穗青,ANT,"5F., No.301, Sec. 2, Tiding Blvd.,Neihu Dist., Taipei City ,Taiwan (R.O.C)",26589166,MiffyLin@ant-precision.com.tw,http://www.ant-precision.com.tw,39297371
1150211,3663,鑫科材料科技股份有限公司,鑫科,－ ,31,高雄市路竹區路科八路1號 ( 通訊地址 ),16827203,李建輝,馮復安,馮復安,總經理,許銘璁,07-6955125,20000329,20121120,新台幣                 10.0000元,1084940740,14541096,0,1,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,郭麗園,王兆群,TTMC,"NO.1, LUKE 8TH RD., KAOHSIUNG SCIENCE PARK, LUJHU DISTKAOHSIUNG CITY 821, TAIWAN(R.O.C.)",07-6955205,ttmc@e-ttmc.com.tw,www.e-ttmc.com.tw,108494074
1150211,3664,安瑞科技股份有限公司,安瑞-KY,KY 開曼群島                                                    ,27,"North Sound Rd., George Town, Grand Cayman, KY1-9006",28984305,黃建喬,吳育愷,黃建喬,董事長,無,1-4082408797,20081219,20100624,新台幣                 10.0000元,652753770,15025000,0,1,中國信託商業銀行代理部,02-6636-5566,台北市重慶南路一段83號5樓,安永聯合會計師事務所,王瑄瑄,林秀青,Array,"North Sound Rd., George Town,Grand Cayman, KY1-9006, Cayman Islands",1-4082408754,joehwang@arraynetworks.com,www.arraynetworks.net,65275377
1150211,3666,光耀科技股份有限公司,光耀,－ ,26,(30078)新竹科學園區新竹市力行六路一號三樓,27397031,黃宗元,何秉海,何秉海,總經理,蕭興泉,03-5776686,20040713,20141204,新台幣                 10.0000元,1389498500,80004000,0,1,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,李穗青,龔則立,OTI,"3F, No. 1, Li Hsin Rd. VI, Science-Based Industrial ParkHsinchu 30078, Taiwan",03-5776680,sales@optivtech.com,www.optivtech.com,138949850
1150211,3672,康聯訊科技股份有限公司,康聯訊,－ ,27,新北市汐止區新台五路一段79號18F-6,16744506,陳友信,陳友信,簡慧瑩,財務長,林沛瑩,02-26989661,19981006,20150420,新台幣                 10.0000元,407903750,0,0,1,群益金鼎證券股份有限公司,02-2703-5000,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,方涵妮,龔則立,CTS,"18F-6,No.79,Sec.1,Hsin Tai Wu Rd.,Hsichih,Taipei Hsien,Taiwan,R.O.C",02-26989662,finance@ctsystem.com,https://www.ctsystem.com/en/,40790375
1150211,3675,德微科技股份有限公司,德微,－ ,24,新北市深坑區北深路三段155巷17號6樓,89672698,張恩傑,黃文義,邱桂堂,永續辦公室資深經理,李金蓮,(02)2662-0011,19950816,20120629,新台幣                 10.0000元,530579230,0,0,1,凱基證券股份有限公司,(02)23892999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,劉怡青,吳世宗,Eris Tech,"6F., No.17, Ln. 155, Sec. 3, Beishen Rd.Shenkeng Dist., New Taipei City",(02)2662-0033,Eris.public@eris.com.tw,www.eris.com.tw,53057923
1150211,3680,家登精密工業股份有限公司,家登,－ ,24,新北市土城區中央路4段2號9樓之5,16406379,邱銘乾,林添瑞,朱佳琳,專案經理,賴柏安,02-2268-9141,19980320,20110831,新台幣                 10.0000元,960414810,0,0,1,凱基證券股份有限公司,223892999,台北市重慶南路一段2號5樓,勤業眾信會計師事務所,曾建銘,王攀發,Gudeng,"9F-5., No. 2, Sec. 4, Jhongyang Rd., Tucheng Dist, New Taipei County 236Taiwan,R.O.C",02-2269-1943,stock@gudeng.com,http://www.gudeng.com,96041481
1150211,3684,榮昌科技股份有限公司,榮昌,－ ,27,23145新北市新店區寶橋路233-2號8F,89549184,陳家榮,洪健文,郭尚仁,執行副總,許建宸,(02)2917-7353,19950612,20140328,新台幣                 10.0000元,300016740,0,0,1,台新綜合證券(股)公司股務代理部,(02)2504-8125,（10489）台北市建國北路一段96號B1,資誠聯合會計師事務所,吳偉豪,鄭雅慧,Grand-Tek,"8F, No233-2, Bao-Ciao Road, Sin-Dian Dist,New Taipei CityTaipei County 23145, Taiwan, R.O.C",(02)2910-6546,wireless@grand-tek.com,http://www.grand-tek.com,30001674
1150211,3685,元創精密車業股份有限公司,元創精密,－ ,5,台中市西屯區朝富路213號4樓之7,52811070,江凱量,張明弘,張明弘,總經理,王正文,04-22585821,19830927,20101208,新台幣                 10.0000元,795740000,0,0,1,宏遠證券股份有限公司,02-77198899,台北市信義路四段236號3樓,安永聯合會計師事務所,賴書晨,黃宇廷,TAC,"4F.-7, No.213, Chaofu Rd., Xitun Dist.,Taichung City 407, Taiwan.",04-22593685,fa@tradetools.com.tw,Http://www.tradetools.com.tw,79574000
1150211,3687,茂為歐買尬數位科技股份有限公司,歐買尬,－ ,36,台北市南港區成功路一段50號3樓,70444999,羅士博,羅士博,羅士博,總經理,楊碧茵,02-26550051,19991018,20110111,新台幣                 10.0000元,300595720,0,0,1,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,廣信益群聯合會計師事務所,黃健豪,彭&#32137;娟,OMG,"3F., No. 50, Sec. 1, Chenggong Rd.,Nangang District, Taipei City 115,Taiwan",02-26550051,financial_material@mail.omg.com.tw,http://www.macrowell.com.tw/,30059572
1150211,3689,湧德電子股份有限公司,湧德,－ ,28,桃園市蘆竹區內溪路68巷13號2樓,27642463,陳伯榕,陳旻徹,李永銘,財務長,吳昌璞,03-3242000,20050318,20121018,新台幣                 10.0000元,874115850,0,0,1,台新證券股務代理部,02-25048125,10489台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,尤盟貴,陳薔旬,UDE,"2F., No.13, Ln. 68, Neixi Rd., Luzhu Dist.,Taoyuan City 338, Taiwan",03-3246611,service@ude-corp.com,https://www.ude-corp.com,87411585
1150211,3691,碩禾電子材料股份有限公司,碩禾,－ ,26,303新竹縣湖口鄉中華路122-18號,80433079,陳繼明,黃文瑞,陳繼明,董事長,黃文瑞,03-5981886,20030711,20101118,新台幣                 10.0000元,918834200,12686000,0,1,兆豐證券股份有限公司股務代理部,02-3393-0898,100台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,林心彤,林政治,GIGASOLAR,"122-18, Zhonghua Rd., Hsinchu Industrial Park,Hsinchu 303, Taiwan, R.O.C",03-5978258,IR@gigasolar.com.tw,www.gigasolar.com.tw,91883420
1150211,3693,營邦企業股份有限公司,營邦,－ ,25,(338)桃園市蘆竹區大興路20巷19弄9號,96994977,梁順營,梁順營,錢靜怡,財務部經理,黃志雄,(03)313-8386,19960503,20131127,新台幣                 10.0000元,429906940,0,0,1,元大證券股份有限公司,(02)2586-5859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信會計師事務所,李東峰,周仕杰,AIC,"No.9, Alley 19, Lane 20, Ta Hsing Rd. Luchu ShiangTaoyuan, Taiwan, R.O.C.",(03)313-8377,ir@aicipc.com.tw,www.aicipc.com,42990694
1150211,3707,漢磊科技股份有限公司,漢磊,－ ,24,新竹科學園區新竹縣寶山鄉創新一路18號1樓,54389725,徐建華,劉燦文,范桂榮,副總經理,鍾嘉祺,35779245,20141001,20141001,新台幣                 10.0000元,3832226530,50000000,0,1,凱基證券股份有限公司,223892999,北市重慶南路一段2號5樓,資誠聯合會計師事務所,李典易,謝智政,EPISIL,"No.18,Innovation Rode 1, Science Park, Hsin-Chu,Taiwan,R.O.C.",35776289,episil_mail@episil.com,https://www.episil.com,383222653
1150211,3709,鑫聯大投資控股股份有限公司,鑫聯大投控,－ ,25,台北市南港區經貿二路189號22樓,51512503,黃偉祥,張文忠,曹鈞傑,財會管理處處長,陳碧靜,02-2316-2888,20170901,20170901,新台幣                 10.0000元,1255694500,0,0,1,群益金鼎證券股份有限公司,02-2703-5000,106台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,王銘義,林一帆,Trigold,"22F., No. 189, Jingmao 2nd Rd., Nangang Dist.Taipei City 115, Taiwan (R.O.C.)",02-2653-3598,Tri-IR@trigoldholdings.com,www.TrigoldHoldings.com,125569450
1150211,3710,連展投資控股股份有限公司,連展投控,－ ,28,新北市新店區寶興路45巷9弄2號3樓,51608205,林肇聰,陳鴻儀,陳志斌,副總經理,邱瑞華,(02)2917-5598,20171229,20171229,新台幣                 10.0000元,2872507340,0,0,1,統一綜合證券股份有限公司,(02)2746-3797,台北巿松山區東興路8號B1樓,資誠聯合會計師事務所,吳仁杰,林永智,ACON Holding,"231,3ST FL.,NO2.ALLEY9,LANE45 PAO-HSIN RD.,　HSIN-TIEN TAIPEI TAIWAN,R.O.C　",02-29156703,info@acon-holding.com,www.acon-holding.com,287250734
1150211,3713,新晶投資控股股份有限公司,新晶投控,－ ,35,新竹縣竹北市復興二路193號3樓之一,83423700,資三德,資三德,劉財能,財務主管,陳受慶,03-6581956,20200227,20200227,新台幣                 10.0000元,880900000,5500000,0,1,富邦綜合證券股份有限公司,02-23611300,台北市10047許昌街17號11樓,安侯建業聯合會計師事務所,楊樹芝,陳蓓琪,HsinjingHolding,"3F.-1, No. 193, Fuxing 2nd Rd., Zhubei CityHsinchu County 302, Taiwan (R.O.C)",03-6580981,services@hsinjing-holding.com.tw,www.hsinjing-holding.com.tw,88090000
1150211,4102,永日化學工業股份有限公司,永日,－ ,22,台中市大甲區日南里幼獅路59、61號,56620559,林青煌,李育儒,李育儒,總經理,吳彥道,04-26818866,19780608,20010320,新台幣                 10.0000元,423734430,0,0,1,元大證券股份有限公司,02-25865859,106臺北市大安區敦化南路二段67號地下一樓,資誠聯合會計師事務所,賴志維,洪淑華,YUNGZIP　,"59,61, You Shih Road, Youth Industrial District, Dajia,Taichung, Taiwan 437, R.O.C.",04-26821007,yspgyzc@yungshingroup.com,http://www.yungzip.com,42373443
1150211,4105,台灣東洋藥品工業股份有限公司,東洋,－ ,22,台北市南港區園區街3-1號3樓,11821341,林全,侯靜蘭,張國江,財務長,殷為瑩,26525999,19600722,20010927,新台幣                 10.0000元,2486499590,0,0,1,群益金鼎證券股份有限公司,(02)2702-3999,台北市敦化南路二段97號地下二樓,安侯建業聯合會計師事務所,韓沂璉,張淑瑩,TTY　,"3F., No.3-1, Park St., Nangang Dist.,Taipei,Taiwan,R.O.C.",2652-5982,ir@tty.com.tw,www.tty.com.tw,248649959
1150211,4107,邦特生物科技股份有限公司,邦特,－ ,22,台北市104中山區長安東路一段23號5樓之6,86306206,李明忠,林進隆,黃繹中,財務長,李宜勳,(02)25710269,19911113,20020304,新台幣                 10.0000元,692983360,0,0,1,統一綜合證券股份有限公司,(02)27478266,臺北市東興街8號B1樓,安侯建業聯合會計師事務所,鄭博仁,黃明宏,BIOTEQUE,"5F-6,No.23 Sec.1.Chang-An E. Rd .,Taipei 104, Taiwan , R.O.C.　　　",(02)25710213,finance@bioteq.com.tw,https://www.bioteq.com.tw/zh-tw,69298336
1150211,4109,加捷生醫股份有限公司,加捷生醫,－ ,22,高雄市三民區九如一路61號3樓,89415241,翁重鈞,曾茗絹,林慶弘,財務部副總經理,施美秀,07-9761598,19950506,20020808,新台幣                 10.0000元,1187366810,9800000,0,1,群益金鼎證券股份有限公司,02-2702-3999,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,林秀珊,吳建志,Jia Jie Bio,"3F., NO.61, Jiuru 1st Rd., Sanmin Dist.,KAOHSIUNG, TAIWAN, R.O.C",07-3952823,angelin@jiajiebio.com,https://www.jiajiebio.com,118736681
1150211,4111,濟生醫藥生技股份有限公司,濟生,－ ,22,新竹縣湖口鄉實踐路3號,47154259,蘇東茂,蘇東茂,黃惠珍,財務協理,魏麗珠,(03)5983811,19621006,19990306,新台幣                 10.0000元,598321350,0,0,2,元大證券股份有限公司,02-25865859,106臺北市大安區敦化南路2段67號地下一樓,安永聯合會計師事務所,胡慎緁,楊雨霓,CHI  SHENG 　,"No.3, Shijian Rd., Hukou Township, Hsinchu County 30352, Taiwan (R.O.C.)Hsinchu County , Taiwan (R.O.C.)",(03)5982855,stock@cscp.com.tw,www.cscp.com.tw/index.php,59832135
1150211,4113,聯上實業股份有限公司,聯上,－ ,14,高雄市左營區富國路185號17樓之2,16126477,蘇永義,蘇永義,呂信杰,開發部副總經理,陳羿均,07-5575242,19980211,20030722,新台幣                 10.0000元,2311381370,0,0,2,元大證券股份有限公司,02-25865859,臺北市大安區敦化南路2段67號B1,廣信益群聯合會計師事務所,梁宏瑋,翁子霖,WE&WIN,"17F.-2, No.185, Fuguo Rd., Zuoying DistrictKaohsiung City 813, Taiwan (R.O.C)",07-5575133,hsinchieh@vvvvv.com.tw,http://kh.vvvvv.com.tw,231138137
1150211,4114,健喬信元醫藥生技股份有限公司,健喬,－ ,22,台北市內湖區內湖路1段396號11樓,43199950,林智暉,林智暉,黃立宇,財務長,楊千瑤,(02)8797-7100,19700825,20030512,新台幣                 10.0000元,5101756360,0,0,1,元大證券股份有限公司,(02)2586-5859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,洪偉倫,陳招美,SYNMOSA,"11TH FL., NO.396, SEC. 1, NEIHU ROAD,TAIPEI, TAIWAN, R.O.C.",(02)8797-2746,syn.acc@synmosa.com.tw,http://www.synmosa.com.tw,510175636
1150211,4116,明基三豐醫療器材股份有限公司,明基醫,－ ,22,台北市內湖區洲子街46號7樓,23285106,陳其宏,祝爾安,吳淑晴,協理,祝爾安,(02)87975533,19890321,20151216,新台幣                 10.0000元,445660000,0,0,1,中國信託商業銀行股份有限公司,(02)66365566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,許詩淳,施威銘,BMTC　　,"7th Floor, No.46, Zhou-z Street, Nei-HuTaipei, Taiwan.R.O.C.　　",02-87975189,Stella.Wu@BenQMedicalTech.com,www.BenQMedicalTech.com,44566000
1150211,4120,友華生技醫藥股份有限公司,友華,－ ,22,台北市北投區承德路六段 128 號 13 樓,12397982,蔡正弘,蔡孟霖,陳遠甫,總經理特助,李宇玲,27554881,19820616,20031105,新台幣                 10.0000元,867471190,0,0,1,康和綜合證券股份有限公司,02-87871888,110台北市信義區基隆路一段176號B1,勤業眾信聯合會計師事務所,吳怡君,陳昭宇,OEP,"13F., No. 128, Sec. 6, Chengde Rd., Beitou Dist., Taipei City ,112052 TaiwanTaipei, Taiwan, R.O.C.",27024324,pr@mail.oep.com.tw,www.oep.com.tw,86747119
1150211,4121,優盛醫學科技股份有限公司,優盛,－ ,22,北市內湖區港墘路189號12樓,23123644,劉志平,劉志平,張淑娟,財務部副總經理,王明華,(02)26597888,19881102,20030725,新台幣                 10.0000元,827480450,0,0,1,元大證券股份有限公司股務代理部,02-25865859,臺北市大安區敦化南路2段67號地下一樓,安侯建業聯合會計師事務所,陳宗哲,張淑瑩,ROSSMAX,"12F,NO. 189, Kang Chien Rd.Taipei, 114, Taiwan",(02)26597666,public@rossmax.com,www.rossmax.com,82748045
1150211,4123,晟德大藥廠股份有限公司,晟德,－ ,22,台北市南港區園區街3之2號7樓,18606304,王素琦,許瑞寶,林秀月,董事長室協理,唐清玉,26558680,19591104,20031007,新台幣                 10.0000元,7612256740,44292033,0,1,群益金鼎證券股務代理部,2702-3999,台北市敦化南路二段97號地下二樓,富鋒聯合會計師事務所,鄭忠昊,紀嘉祐,Center Lab.,"7F.,NO.3-2 PARK ST., NANGANG DIST.,TAIPEI CITY 115, TAIWAN (R.O.C.)",26558380,yvonne@centerlab.com.tw,www.centerlab.com.tw,761225674
1150211,4126,太平洋醫材股份有限公司,太醫,－ ,22,新竹科學園區苗栗縣銅鑼鄉九湖村銅科二路8號,20765714,鍾安婷,江孟洸,王昱婷,總經理室特別助理,王湘瑜,02-28955050,19770806,20040209,新台幣                 10.0000元,726000000,0,0,2,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,姚勝雄,薛峻泯,PAHSCO　　,"No. 8, Tongke 2nd Rd., Hsinchu Science Park, Jiuhu Vil.,Tongluo Township, Miaoli County, Taiwan",02-28978282,pahsco@pahsco.com.tw,http://www.pahsco.com.tw,72600000
1150211,4127,天良生物科技企業股份有限公司,天良,－ ,22,新北市汐止區大同路一段147號9樓,85086859,詹漢山,沈錫聰,郭俊雄,財務處經理,蕭秋華,02-26483099,19710422,20050729,新台幣                 10.0000元,457600000,0,0,1,華南永昌綜合證券股務代理部,(02)2718-6425,台北市松山區民生東路四段54號4樓,正風聯合會計師事務所,賴家裕,賴永吉,TLB,"9F, NO. 147, Sec. 1, Datong Rd.,Xizhi Dist, New Taipei City Taiwan",02-26475179,cfo.tlb@tlb.com.tw,www.tlb.com.tw,45760000
1150211,4128,中天生物科技股份有限公司,中天,－ ,22,台北市南港區園區街3號18樓之1,70555349,陳振文,陳振文,陳菀均,研發中心副總經理,王瀛君,02-26558558,20000503,20060609,新台幣                 10.0000元,5881705970,0,0,1,兆豐證券股份有限公司,02-3393-0898,台北市忠孝東路2段95號1樓,勤業眾信聯合會計師事務所,鄭欽宗,邱盟捷,MICROBIO　　,"18F-1,No.3,Yuan Qu St,Taipei 115,Taiwan,R.O.C.Taipei, Taiwan",02-26558559,micro@microbio.com.tw,http://twmicrobio.com/,588170597
1150211,4129,聯合骨科器材股份有限公司,聯合,－ ,22,新竹市科學工業園區園區二路57號,22099982,林延生,林德堅,彭友杏,副總經理,林德堅,(03)577-3351,19930305,20040929,新台幣                 10.0000元,964367040,0,0,1,富邦綜合證券股份有限公司,(02)2361-1300,台北市中正區許昌街17號11樓,安永聯合會計師事務所,林世寰,徐榮煌,UOC　　,"57 Park Ave 2 Science Park Hsinchu Taiwan,R.O.C.　　Hsinchu Taiwan,R.O.C.　　　　",(03)577-7156,ivy.pan@unitedorthopedic.com,https://tw.unitedorthopedic.com/,96436704
1150211,4130,健亞生物科技股份有限公司,健亞,－ ,22,新竹縣湖口鄉工業一路一號,84149006,陳正,朱佳真,蔣維民,行政處 資深處長,林惠玲,03-5982221,19930324,20120112,新台幣                 10.0000元,1148875300,0,0,1,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號東帝士摩天大樓地下2樓,資誠聯合會計師事務所,劉倩瑜,鄭雅慧,GBL,"No. 1, First Industrial Road, Hukou Township,HsinChu County 303036, Taiwan, R.O.C.",03-5982804,finance@genovate-bio.com,www.genovate-bio.com,114887530
1150211,4131,浩泰精準股份有限公司,浩泰,－ ,22,台南市東區龍山里林森路一段395號9樓之8,16680539,周鼎茂,紀文勝,紀文勝,總經理,楊艷雀,037-585585,19981022,20040409,新台幣                 10.0000元,395000000,27990004,0,1,中國信託商業銀行代理部,02-66365566,臺北市中正區重慶南路一段八十三號五樓,勤業眾信聯合會計師事務所,楊朝欽,李季珍,NeoCore,"9F.-8, No. 395, Sec. 1, Linsen Rd., East Dist.Tainan City 701 , Taiwan (R.O.C.)",037-585586,stephen.chen@neocore.com.tw,www.neocore.com.tw,39500000
1150211,4138,曜亞國際股份有限公司,曜亞,－ ,22,新北市中和區中正路880號14樓,80527809,傅輝東,陳柏源,江志浩,副總經理,陳冠良,(02)2221-7733,20031009,20101229,新台幣                 10.0000元,399300000,0,0,1,統一綜合證券(股)公司,(02)27463797,台北市東興路8號B1樓,安侯建業聯合會計師事務所,郭柔蘭,江曉苓,DMT,"14F, No. 880, Jhongjheng Rd., Jhonghe CityTaipei County 235, Taiwan. R.O.C.",(02)2221-6394,stock@dmttw.com,http://www.dmttw.com.tw/,39930000
1150211,4139,馬光保健控股股份有限公司,馬光-KY,KY 開曼群島                                                    ,22,"P.O. Box 61, Harbour Centre, George Town, Grand Cayman",28993894,福苓興業有限公司代表人:巫雲光,于倩,于倩,總經理,陳怡君,(07)555-0864,20090714,20110429,新台幣                 10.0000元,450099110,2460000,0,1,富邦綜合證券(股)公司,(02)2361-1300,台北市中正區許昌街十七號十一樓,安永聯合會計師事務所,陳政初,姚世傑,KY M.K.,"4F., No.693, Mingcheng 3Rd., Gushan DistKaohsiung City 804 Taiwan (R.O.C)",(07)555-4035,kymk041@gmail.com,https://mk-healthcare.com/,45009911
1150211,4147,中裕新藥股份有限公司,中裕,－ ,22,台北市內湖區瑞光路607號3樓,28707338,陳明村,張金明,張金明,執行長,林鴻傑,(02)26580058,20070905,20151123,新台幣                 10.0000元,2732024250,0,0,1,元富證券股份有限公司,(02)27686668,105台北市松山區光復北路11巷35號地下一樓,勤業眾信聯合會計師事務所,王浚宇,陳彥君,TMB,"3F., No.607, Ruiguang Rd., Neihu DistTaipei City, 11492 Taiwan. R.O.C.",(02)26586058,iven@taimedbio.com,https://www.taimedbiologics.com,273202425
1150211,4153,鈺緯科技開發股份有限公司,鈺緯,－ ,22,新北市中和區中山路2段351號9樓,89376900,黃漢州,劉淑琪,麥聖御,副總經理,江佳芬,(02)22268631,19950411,20130523,新台幣                 10.0000元,586681970,0,0,1,富邦綜合證券股份有限公司,(02)23611300,台北市中正區許昌街17號11樓,勤業眾信聯合會計師事務所,邵志明,黃國寧,DIVA Labs.,"9F, No.351, Sec. 2, Zhongshan RdZhonghe Dist., New Taipei City, Taiwan",(02)22262423,spokesman1@diva.com.tw,http://www.diva.com.tw/,58668197
1150211,4154,樂威科股份有限公司,樂威科-KY,KY 開曼群島                                                    ,20,"P.O. Box 31119 Grand Pavilion,Hibiscus Way,802 West Bay Road",26330076,傅俊超,王政隆,張文蒨,財務長,王政隆,02-23252295,20100809,20111228,新台幣                 10.0000元,350000000,21518958,0,1,國票綜合證券(股)公司股務代理部,02-2528-8988,台北市松山區南京東路五段188號15樓,建昇財稅聯合會計師事務所,林泰宇,陳姿勻,Raku-KY,"3F., No. 43, Dongxing Rd., Xinyi Dist., Taipei City 110403 , Taiwan (R.O.C.)Taiwan Taipei 110403",02-23253359,enquiry@raku-tec.com.tw,https://www.raku-tec.com.tw/,35000000
1150211,4157,太景醫藥研發控股股份有限公司,太景*-KY,KY 開曼群島                                                    ,22,中華民國台灣台北市內湖區新明路138號7樓,31982484,黃國龍,張俐雯,黃國龍,董事長,呂理堅,281777020,20050915,20140117,美元                  0.0010元,20766551,0,0,1,永豐金證券股份有限公司,223816288,中華民國台灣台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,李協昌,黃惠敏,TAIGEN,"Box 309, Ugland HouseGrand Cayman, KY1-1104, Cayman Islands",227963606,ir@taigenbiotech.com,http://www.taigenbiotech.com/,711833575
1150211,4160,訊聯基因數位股份有限公司,訊聯基因,－ ,22,台北市內湖區新湖一路36巷28號6樓,24268870,張漢東,康清原,康清原,總經理,陳冠文,(02)2795-1777,20081121,20120917,新台幣                 10.0000元,266903340,0,0,1,中國信託商業銀行(股)公司代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,黃珮娟,鄧聖偉,GGA Corp.,"6F, No28, Ln.36, Xinhu 1st Rd., Neihu Dist.,Taipei City 11494, Taiwan",(02)2793-8009,GGA@GGA.Asia,www.GGA.Asia,26690334
1150211,4161,聿新生物科技股份有限公司,聿新科,－ ,22,350苗栗縣竹南鎮公館里中華南路188號,16930971,楊金昌,涂耀仁,涂耀仁,竹科分公司執行長,楊翊鈴,037-626699,19990601,20130626,新台幣                 10.0000元,598082040,0,0,1,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號B2,資誠聯合會計師事務所,劉倩瑜,江采燕,BIOPTIK,"No.188, Zhonghua S. Rd., Zhunan TownshipMiaoli County 35057, Taiwan(R.O.C.)",037-620997,chiao@bioptik.com.tw,http://www.bioptik.com.tw,59808204
1150211,4162,智擎生技製藥股份有限公司,智擎,－ ,22,台北市民生東路3段10號11樓,80264691,許璋瑤,王宏仁,張麒星,副總經理,曹妤&#20120;,02-25158228,20020812,20120918,新台幣                 10.0000元,1456776400,0,0,2,元大證券股份有限公司,02-2586-5859,台北市大安區敦化南路二段67號地下一樓,資誠聯合會計師事務所,游淑芬,梁華玲,PEI,"11F, 10 Minsheng E. Road, Sec. 3, Taipei 104 TaiwanTaipei, Taiwan",02-25157558,info@pharmaengine.com,https://www.pharmaengine.com,145677640
1150211,4163,鐿鈦科技股份有限公司,鐿鈦,－ ,22,台中市南屯區文山里精科路9號,27473348,鍾兆塤,林俊男,陳雅玲,財務部協理,張雅琪/陳清豐,04-23595336,20041021,20121115,新台幣                 10.0000元,506458930,0,0,1,台新證券股務代理部,02-25048125,台北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,吳少君,蘇定堅,INTAI,"NO.9,JINGKE RD.,NANTUN DIST.,TAICHUNG CITY 40852,TAIWAN(R.O.C.)",04-23503906,sp@mail.intai.com.tw,www.intai.com.tw,50645893
1150211,4166,友霖生技醫藥股份有限公司,友霖,－ ,22,中部科學園區雲林縣虎尾鎮科虎一路8號,28924399,蔡正弘,黃春桐,黃春桐,總經理,羅冠權,(02)2325-7621,20080201,20250821,新台幣                 10.0000元,2430350890,0,0,1,康和綜合證券股份有限公司,(02)8787-1888,台北市信義區基隆路一段176號B1,勤業眾信聯合會計師事務所,吳鈞麟,陳昭宇,OP,"12F., No. 128, Sec. 6, Chengde Rd., Beitou Dist.,Taipei City ,112052 Taiwan (ROC)",(02)2755-0656,op@oppharma.com,https://academy.oppharma.com/,243035089
1150211,4167,松瑞製藥股份有限公司,松瑞藥,－ ,22,744094南部科學園區台南市新市區南科六路1號,80642673,漢友財務管理顧問股份有限公司代表人李香雲,陳志芳,林國瑋,協理,林彥嵐,06-5051200,20040130,20150908,新台幣                 10.0000元,3104441070,0,0,1,宏遠證券股份有限公司股務代理部,02-2326-8818,10680臺北市大安區信義路四段236號3樓,勤業眾信聯合會計師事務所,鄭旭然,謝東儒,SLC,"No.1,Nanke 6th Road,Xinshi Dist,Southern Taiwan Science Park,Tainan City,Taiwan 744094,R.O.C.",06-5052600,stock@saviorlifetec.com.tw,http://www.saviorlifetec.com.tw/zh/,310444107
1150211,4168,台灣醣聯生技醫藥股份有限公司,醣聯,－ ,22,新北市汐止區新台五路一段97號8樓,12683520,張東玄,楊玫君,呂耀華,副總經理,吳蒂芬,(02)2697-4168,20010201,20121218,新台幣                 10.0000元,1125213180,3036000,0,1,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,鄧聖偉,顏裕芳,GlycoNex Inc.,"8F., No.97, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City 22175,Taiwan",(02)2697-1168,mail@glyconex.com.tw,http://www.glyconex.com.tw/,112521318
1150211,4171,瑞基海洋生物科技股份有限公司,瑞基,－ ,33,407台中市西屯區中部科學園區科園二路19號,27489806,劉正忠,鍾德豫,傅俞燕,董事長特別助理,劉正忠,04-24639869,20041112,20140814,新台幣                 10.0000元,584574690,0,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,江家齊,吳佳翰,GeneReach,"No.19,Keyuan 2nd Road,Central Taiwan Science Park,Taichung City,Taiwan R.O.C",04-24638255,genereach@gmail.com,www.genereach.com,58457469
