broker_id,broker_group,broker_name,branch_name,address,city,phone,date,source,note,broker_org_type,seat_type,is_proprietary,id_quality,broker_category_ids,wantgoo_name,wantgoo_match_score,wantgoo_in_foreign_list,wantgoo_notes,city_quality,record_source
592N,元富,元富-虎尾,虎尾,雲林縣虎尾鎮中正路15號三.四樓,雲林縣,05-6360389,2000/1/17,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9B2N,元富,元富-虎尾,虎尾,雲林縣虎尾鎮中正路15號三.四樓,雲林縣,05-6360389,2026/2/2,,,,,,,,,,,,from_address,finmind
592n,元富,元富-西松,西松,台北市南京東路5段108號3樓,台北市,02-27562288,2000/7/24,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9B2n,元富,元富-西松,西松,台北市南京東路5段108號3樓,台北市,02-27562288,2026/2/2,,,,,,,,,,,,from_address,finmind
5921,元富,元富-高雄,高雄,高雄市九如二路548號2、3樓,高雄市,07-3122822,1991/3/18,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9B21,元富,元富-高雄,高雄,高雄市九如二路548號2、3樓,高雄市,07-3122822,2026/2/2,,,,,,,,,,,,from_address,finmind
592T,元富自營,元富自營,總部,台北市敦化南路二段97號22F,台北市,,2007/12/3,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01",,,,,from_address,finmind
9B0T,元富自營,元富自營,總部,台北市敦化南路二段97號22F,台北市,,2007/12/3,,,,,,,,,,,,from_address,finmind
700h,兆豐,兆豐-三民,三民,高雄市鼓山區文信路327號1樓,高雄市,07-3958858,2003/1/30,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
7008,兆豐,兆豐-三重,三重,新北市三重區正義北路195號3樓,新北市,02-29817799,2000/1/7,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700b,兆豐,兆豐-中壢,中壢,桃園市中壢區中山路142號8樓、146號8樓,桃園市,03-2807759,2004/11/3,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700C,兆豐,兆豐-來福,來福,雲林縣斗六市民生路156號8樓,雲林縣,05-5338989,1999/1/25,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700q,兆豐,兆豐-內湖,內湖,台北市內湖區成功路4段166號5樓,台北市,02-27946088,2006/10/26,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700J,兆豐,兆豐-公益,公益,台中市中區民權路216號6樓之1,台中市,04-22238866,2000/10/17,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700I,兆豐,兆豐-北高雄,北高雄,高雄市中正四路235號2樓之1,高雄市,07-2612345,2000/9/22,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700P,兆豐,兆豐-南京,南京,台北市南京東路3段65號3樓,台北市,02-25169888,2003/1/30,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700g,兆豐,兆豐-南門,南門,台北市羅斯福路2段9號2樓(部分),台北市,02-23959966,2004/3/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
7003,兆豐,兆豐-台中,台中,台中市五權西路一段257號7樓部份,台中市,04-23780568,1998/5/25,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
7005,兆豐,兆豐-台中港,台中港,台中縣沙鹿鎮沙田路107號2樓,台中縣,04-26651100,1999/1/12,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
7006,兆豐,兆豐-台南,台南,台南市忠義路2段14號4、5樓,台南市,06-2230398,1998/12/29,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700k,兆豐,兆豐-員林,員林,彰化縣員林鎮中山路1段753號3樓,彰化縣,04-8373898,2003/1/30,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
7001,兆豐,兆豐-嘉義,嘉義,嘉義市文化路259號3樓及4樓部分,嘉義市,05-2230230,1994/11/22,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700m,兆豐,兆豐-國際證券,國際證券,臺北市忠孝東路二段95號3樓,臺北市,02-23278988,2014/7/25,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700W,兆豐,兆豐-城中,城中,台北市重慶南路1段2號2樓〈部分〉,台北市,02-23315199,2003/3/29,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700N,兆豐,兆豐-埔墘,埔墘,新北市板橋區三民路1段216號2樓,新北市,02-89538888,2001/2/23,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700S,兆豐,兆豐-大同,大同,台北市大同區延平北路2段96號5樓,台北市,02-25506078,2003/1/31,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700j,兆豐,兆豐-大安,大安,台北市信義路3段182號3樓、4樓,台北市,02-27003236,2003/7/4,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700L,兆豐,兆豐-天母,天母,台北市中山北路6段126號3樓部分,台北市,02-28376006,2000/10/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700r,兆豐,兆豐-寶成,寶成,台中市西屯區臺灣大道4段600號3樓,台中市,(04)24651001,2007/8/10,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700R,兆豐,兆豐-小港,小港,高雄市小港區漢民路381號2樓,高雄市,07-8063000,2003/1/30,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700s,兆豐,兆豐-岡山,岡山,高雄縣岡山鎮中山北路28號3樓(部分),高雄縣,07-6235988,2002/7/1,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700d,兆豐,兆豐-彰化,彰化,彰化縣彰化市和平路57號6樓,彰化縣,04-7289966,2004/6/30,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700p,兆豐,兆豐-復興,復興,台北市復興北路99號8樓之1,台北市,02-25148588,2003/1/30,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700a,兆豐,兆豐-忠孝,忠孝,台北市忠孝東路4段563號3樓、565號4樓,台北市,02-27479966,2003/1/31,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700K,兆豐,兆豐-新營,新營,台南市新營區中營里中山路116號,台南市,06-6357111,1998/3/17,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700V,兆豐,兆豐-新竹,新竹,新竹市中正路129號3樓,新竹市,03-5256199,2003/1/31,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700w,兆豐,兆豐-新莊,新莊,新北市新莊區思源路427號2樓,新北市,02-89913777,2004/2/12,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
7009,兆豐,兆豐-景美,景美,台北市文山區景中街1號3樓,台北市,02-29307799,2000/3/17,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700H,兆豐,兆豐-東門,東門,台北市金山南路2段33號2樓,台北市,02-23435488,2000/7/7,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700i,兆豐,兆豐-松德,松德,台北市信義區忠孝東路5段510號3樓、3樓之1、3樓之2、3樓之12及3樓之13,台北市,02-27275168,2003/1/31,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700B,兆豐,兆豐-板橋,板橋,台北縣板橋市文化路1段268號2樓之1,台北縣,02-22538699,2000/3/30,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700M,兆豐,兆豐-桃園,桃園,桃園縣桃園市成功路2段2號2樓,桃園縣,33475188,2000/11/18,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700U,兆豐,兆豐-桃鶯,桃鶯,桃園市桃園區桃鶯路343號3、4樓,桃園市,03-3776899,2003/1/30,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700c,兆豐,兆豐-民生,民生,台北市民生東路3段128號3樓之2,台北市,02-27169966,2004/5/12,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700X,兆豐,兆豐-永和,永和,新北市永和區永和路2段121號3樓,新北市,02-2927-3799,2004/5/17,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
7007,兆豐,兆豐-竹北,竹北,新竹縣竹北市三民路18、20、22、24號1樓及18、24號2樓,新竹縣,03-5543223,1999/7/31,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
7000,兆豐,兆豐,總部,台北市忠孝東路2段95號3樓、4樓、6樓、7樓、8樓及11至13樓,台北市,02-23278988,1989/11/16,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
700F,兆豐,兆豐-虎尾,虎尾,雲林縣虎尾鎮公安路133號4樓,雲林縣,05-6313388,1999/1/25,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700D,兆豐,兆豐-西螺,西螺,雲林縣西螺鎮中山路127號3樓,雲林縣,05-5867999,1999/1/25,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700Z,兆豐,兆豐-高雄,高雄,高雄市新光路36號1樓,高雄市,07-3315200,2003/1/30,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700f,兆豐,兆豐-鹿港,鹿港,彰化縣鹿港鎮彰鹿路8段59號,彰化縣,04-7772900,2003/1/31,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700G,兆豐,兆豐-麻豆,麻豆,台南縣麻豆鎮興中路127號3樓,台南縣,06-5728388,2000/6/23,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
700T,兆豐自營,兆豐自營,總部,台北市忠孝東路四段563號B1F,台北市,,2013/9/11,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01",,,,,from_address,finmind
6383,光和,光和-和美,和美,彰化縣和美鎮彰美路五段二五六號三樓,彰化縣,04-7567789,1997/8/8,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
638A,光和,光和-嘉義,嘉義,嘉義縣朴子市山通路37號3.4樓,嘉義縣,05-3700988,2018/10/1,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
6381,光和,光和-溪湖,溪湖,彰化縣溪湖鎮文東街9號1樓,彰化縣,04-8855466,1991/4/10,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
6382,光和,光和-田中,田中,彰化縣田中鎮南北街80號3樓,彰化縣,04-8746588,1994/11/8,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
6380,光和,光和,總部,彰化縣北斗鎮光復路166號3、4樓,彰化縣,04-8886500,1989/9/22,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
6385,光和,光和-花壇,花壇,彰化縣花壇鄉花壇村花壇街273號5樓,彰化縣,04-7878288,1998/9/30,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
638D,光和,光和-高雄,高雄,高雄市新興區五福二路82號2樓部分,高雄市,07-7253922,2020/2/3,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9275,凱基,凱基-三多,三多,高雄市苓雅區中華四路47號3樓,高雄市,07-3383288,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
921E,凱基,凱基-三峽,三峽,新北市三峽區文化路59號3樓之1,新北市,02-6729988,2013/6/24,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9205,凱基,凱基-三重,三重,新北市三重區正義北路206號、208號3、4樓,新北市,02-29838833,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9285,凱基,凱基-中壢,中壢,桃園市中壢區環北路421號、423號1、2樓,桃園市,03-4336989,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9229,凱基,凱基-中山,中山,台北市中山區中山北路2段68號7樓、8樓,台北市,02-77026678,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9202,凱基,凱基-中港,中港,臺中市臺灣大道1段728號8樓,臺中市,04-22019588,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
921G,凱基,凱基-五股,五股,新北市五股區中興路4段40號1樓、2樓,新北市,02-82950066,2013/6/24,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9216,凱基,凱基-信義,信義,台北市復興北路167號14樓之1、之2、之3,台北市,02-27195528,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9225,凱基,凱基-內埔,內埔,屏東縣內埔鄉平昌街5號1樓,屏東縣,08-7690888,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9287,凱基,凱基-內湖,內湖,台北市內湖路1段360巷15號8樓,台北市,02-27938388,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
921M,凱基,凱基-八德,八德,桃園市八德區介壽路2段137號3樓,桃園市,03-3779688,2013/6/24,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9283,凱基,凱基-北門,北門,台南市北門路1段101號4樓,台南市,06-2228777,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9256,凱基,凱基-南崁,南崁,桃園市蘆竹區中正路308號1樓、2樓,桃園市,03-3129933,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9204,凱基,凱基-台中,台中,台中市民族路50號5樓,台中市,04-22278011,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9268,凱基,凱基-台北,台北,台北市南京東路2段137號4樓及10樓,台北市,02-25166789,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9211,凱基,凱基-台南,台南,台南市林森路1段395號3樓,台南市,06-2347622,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
920Z,凱基,凱基-台東,台東,台東縣台東市中山路248號1、2、3樓,台東縣,089-353345,2013/6/24,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9255,凱基,凱基-和平,和平,台北市羅斯福路2段102號3樓、3樓之1,台北市,02-23697707,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9231,凱基,凱基-員林,員林,彰化縣員林鎮中山路2段100號6樓,彰化縣,04-8399988,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9252,凱基,凱基-嘉義,嘉義,嘉義市垂楊路620號4樓,嘉義市,05-2276879,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9299,凱基,凱基-國際證券,國際證券,台北市明水路698號3樓,台北市,02-21818888,2014/4/16,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
921J,凱基,凱基-土城,土城,新北市土城區金城路3段182號,新北市,02-82626998,2013/6/24,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9227,凱基,凱基-城中,城中,台北市博愛路35號2樓、4樓、6樓,台北市,2361-6789,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9288,凱基,凱基-埔墘,埔墘,新北市板橋區三民路1段216號5樓,新北市,02-89517777,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
920H,凱基,凱基-基隆,基隆,基隆市仁一路259號3樓、4樓,基隆市,24202111,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9238,凱基,凱基-士林,士林,台北市士林區文林路342號5樓,台北市,02-28823355,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9291,凱基,凱基-大安,大安,台北市安和路2段82號2樓,台北市,02-27080606,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9218,凱基,凱基-大直,大直,台北市明水路646號1樓、648號1樓、636號2樓之7及636號2樓之8。,台北市,(02)85098288,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
920W,凱基,凱基-大里,大里,台中市大里區中興路2段127號2、4樓,台中市,04-24866988,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
921F,凱基,凱基-天母理財,天母理財,台北市士林區忠誠路2段94號1、2樓,台北市,02-28728787,2025/2/10,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
920M,凱基,凱基-宜蘭,宜蘭,宜蘭市光復路48號2、3樓,宜蘭市,03-9334999,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
922C,凱基,凱基-屏東,屏東,屏東縣屏東市自由路188號3樓,屏東縣,08-7657000,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9209,凱基,凱基-岡山,岡山,高雄市岡山區岡山路101號1、2樓,高雄市,76233600,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
920D,凱基,凱基-市府,市府,台北市忠孝東路4段563號7樓、7樓之1、565號7樓,台北市,02-27456888,2013/6/24,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9239,凱基,凱基-市政,市政,臺中市西屯區市政路402號4樓之2、之3,臺中市,04-2258-9669,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
920G,凱基,凱基-彰化,彰化,彰化市中山路2段353號1、2樓,彰化市,04-7266565,2013/6/24,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
922H,凱基,凱基-復興,復興,台北市松山區復興北路167號4樓,台北市,27180718,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9237,凱基,凱基-敦北,敦北,台北市松山區敦化北路88號8樓之2,台北市,02-27401166,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9297,凱基,凱基-文心,文心,台中市北屯區文心路4段875號2樓,台中市,04-22466168,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9281,凱基,凱基-斗六,斗六,雲林縣斗六市永安路46號3樓,雲林縣,05-5376688,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
920V,凱基,凱基-新店,新店,新北市新店區北新路3段106號1、2樓及106之1號,新北市,02-29155855,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
921S,凱基,凱基-新莊,新莊,新北市新莊區思源路555號2樓之2,新北市,02-89919999,2013/6/24,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9224,凱基,凱基-新莊,新莊,新北市新莊區四維路21號5樓,新北市,02-22019898,2009/12/21,,,,,,,,,,,,from_address,finmind
9266,凱基,凱基-新豐,新豐,新竹縣新豐鄉中興路206號,新竹縣,03-5575566,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
921Y,凱基,凱基-東勢,東勢,台中市東勢區豐勢路297號4樓,台中市,04-25877111,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9212,凱基,凱基-東港,東港,屏東縣東港鎮光復路1段186號3樓,屏東縣,(08)833-6565,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9217,凱基,凱基-松山,松山,台北市八德路4段678號3樓,台北市,02-27534567,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
920A,凱基,凱基-板橋,板橋,新北市板橋區四川路1段107號2樓,新北市,02-89516688,2013/6/24,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9257,凱基,凱基-林口,林口,新北市林口區文化二路1段399號3樓,新北市,02-26025678,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9208,凱基,凱基-桃園,桃園,桃園市桃園區成功路1段32號14樓,桃園市,(03)3336622,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
921C,凱基,凱基-民權,民權,台北市復興北路420號4樓,台北市,02-25043388,2013/6/24,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9207,凱基,凱基-永和,永和,新北市永和區中正路63、65號6樓,新北市,(02)22324567,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9278,凱基,凱基-永康,永康,台南市永康區中山南路1042號1、2樓,台南市,06-2038899,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9235,凱基,凱基-永華,永華,台南市永華路1段32號3樓,台南市,06-2205570,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9226,凱基,凱基-汐止,汐止,新北市汐止區新興路3號7樓,新北市,02-26485959,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
920N,凱基,凱基-湖口,湖口,新竹縣湖口鄉成功路247號,新竹縣,03-5907766,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9254,凱基,凱基-科園,科園,新竹市光復路1段273號1樓,新竹市,03-6686599,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
920F,凱基,凱基-站前,站前,台北市許昌街17號3樓及3樓之1,台北市,02-23831111,2013/6/24,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9234,凱基,凱基-竹北,竹北,新竹縣竹北市仁義路193號2、3樓,新竹縣,03-5552233,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
920E,凱基,凱基-竹北理財,竹北理財,新竹縣竹北市嘉豐六路一段132號,新竹縣,06-2750985,2013/6/24,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9273,凱基,凱基-竹東,竹東,新竹縣竹東鎮朝陽路9號2樓,新竹縣,03-5958588,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9272,凱基,凱基-竹科,竹科,新竹市中正路158號3樓,新竹市,03-5221177,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9200,凱基,凱基,總部,台北市明水路698號3樓,台北市,02-21818888,2009/12/21,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
9258,凱基,凱基-羅東,羅東,宜蘭縣羅東鎮中正北路48號1樓,宜蘭縣,03-9534888,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9289,凱基,凱基-興隆,興隆,台北市興隆路3段69號2樓,台北市,02-29315000,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9276,凱基,凱基-苗栗,苗栗,苗栗市中正路458號2樓,苗栗市,037-321300,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9236,凱基,凱基-虎尾,虎尾,雲林縣虎尾鎮公安路160號2、3、4樓,雲林縣,(05)633-3581,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9223,凱基,凱基-豐中,豐中,台中市豐原區三豐路1段43號7樓,台中市,04-25274180,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9233,凱基,凱基-長庚,長庚,桃園市龜山區復興一路227號地下1樓,桃園市,03-3275000,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
920C,凱基,凱基-雙和,雙和,新北市中和區中和路232號3樓,新北市,02-22468666,2013/6/24,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9296,凱基,凱基-頭份,頭份,苗栗縣頭份鎮中華路916號4樓,苗栗縣,037-591888,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9215,凱基,凱基-高美館,高美館,高雄市鼓山區明誠四路156號3樓及3樓之1,高雄市,(07)5544888,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9206,凱基,凱基-高雄,高雄,高雄市中正二路74號4樓、5樓、12樓部份、12樓之1,高雄市,(07)222-3211,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9274,凱基,凱基-鳳山,鳳山,高雄市鳳山區維新路128號1、2樓,高雄市,07-7198899,2009/12/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
920T,凱基自營,凱基自營,總部,台北市明水路700號9F,台北市,,2011/8/30,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01",,,,,from_address,finmind
7750,北城,北城,總部,新北市永和區永和路2段116號3樓部分,新北市,02-29283456,1990/3/31,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
6620,口袋,口袋,總部,新北市板橋區三民路一段216號9樓,新北市,02-29526620,1989/10/17,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
6115,台中銀,台中銀-台北,台北,台北市中正區忠孝東路一段85號6樓(部分),台北市,02-27736955,2013/5/2,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
6114,台中銀,台中銀-員林,員林,彰化縣員林鎮中正路462號3樓,彰化縣,04-8329000,2013/5/2,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
6110,台中銀,台中銀,總部,台中市民族路45號1、2樓,台中市,04-22268588,2013/5/2,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
611A,台中銀,台中銀-豐原,豐原,台中市豐原區中正路220號3-5樓,台中市,04-25274150,2014/7/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
6116,台中銀,台中銀-高雄,高雄,高雄市左營區曾子路386號4樓部份,高雄市,07-3486898,2013/5/2,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
611T,台中銀自營,台中銀自營,總部,台北市中正區忠孝東路一段85號6樓部分,台北市,,2018/7/20,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01",,,,,from_address,finmind
8156,台新,台新-三民,三民,高雄市三民區九如一路502號6樓之2,高雄市,07-3871166,2017/8/28,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
815S,台新,台新-中壢,中壢,桃園市中壢區延平路368號3樓,桃園市,03-2805759,2017/8/28,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
815B,台新,台新-台中,台中,台中市東興路二段187號3樓,台中市,(04)24755000,2010/11/29,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
8159,台新,台新-台南,台南,台南市西門路2段389號3樓,台南市,06-2218988,2017/8/28,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
815Z,台新,台新-國際證券,國際證券,台北市建國北路1段96號12樓部分,台北市,02-23268898,2018/11/19,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
